data_id,product_id,store_id,price,price_per_unit,unit,date_of_price,created_time
1208,620,4,4.61,3.49,lb,1713931200000,1714508232316
1209,621,4,5.99,1.2,100g,1713931200000,1714508232322
1210,622,4,5.99,1.2,100g,1713931200000,1714508232328
1211,623,4,5.99,1.6,100g,1713931200000,1714508232334
1212,624,4,7.27,10.99,lb,1713931200000,1714508232341
1213,625,4,5.99,1.2,100g,1713931200000,1714508232350
1214,626,4,11.99,2.5,100g,1713931200000,1714508232356
1215,627,4,6.99,1.86,100g,1713931200000,1714508232362
1216,628,4,10.99,1.37,100g,1713931200000,1714508232366
1217,629,4,6.99,1.55,100g,1713931200000,1714508232372
1218,630,4,12.99,1.3,100g,1713931200000,1714508232377
1219,631,4,10.99,1.37,100g,1713931200000,1714508232384
1220,632,4,6.99,1.86,100g,1713931200000,1714508232389
1221,633,4,5.99,1.6,100g,1713931200000,1714508232396
1222,634,4,6.99,1.86,100g,1713931200000,1714508232401
1223,635,4,5.99,1.6,100g,1713931200000,1714508232408
1224,636,4,11.99,1.87,100g,1713931200000,1714508232415
1225,637,4,6.99,1.86,100g,1713931200000,1714508232421
1226,638,4,6.99,1.86,100g,1713931200000,1714508232426
1227,639,4,11.53,2.99,lb,1713931200000,1714508232430
1228,640,4,6.99,1.86,100g,1713931200000,1714508232433
1229,641,4,6.99,1.86,100g,1713931200000,1714508232436
1230,642,4,6.99,1.55,100g,1713931200000,1714508232439
1231,643,4,11.99,2.4,100g,1713931200000,1714508232442
1232,644,4,7.93,5.99,lb,1713931200000,1714508242753
1233,645,4,13.2,4.99,lb,1713931200000,1714508242758
1234,646,4,12.99,1.8,100g,1713931200000,1714508242761
1235,647,4,8.59,7.49,lb,1713931200000,1714508242764
1236,648,4,10.99,1.1,100g,1713931200000,1714508242768
1237,649,4,12.99,1.83,100g,1713931200000,1714508242774
1238,650,4,12.32,3.99,lb,1713931200000,1714508242779
1239,650,4,11.44,3.99,lb,1713931200000,1714508242782
1240,651,4,5.29,6.49,lb,1713931200000,1714508242785
1241,652,4,11.99,3.53,100g,1713931200000,1714508242789
1242,653,4,4.99,1.11,100g,1713931200000,1714508242792
1243,654,4,3.88,0.86,100g,1713931200000,1714508242796
1244,655,4,8.85,11.99,lb,1713931200000,1714508242799
1245,656,4,15.84,4.49,lb,1713931200000,1714508242802
1246,657,4,5.99,1.6,100g,1713931200000,1714508242806
1247,658,4,9.99,1.67,100g,1713931200000,1714508242813
1248,659,4,6.99,1.86,100g,1713931200000,1714508242819
1249,660,4,12.99,1.87,100g,1713931200000,1714508242823
1250,661,4,6.99,1.86,100g,1713931200000,1714508242826
1251,662,4,6.88,1.12,100g,1713931200000,1714508242829
1252,663,4,6.88,1.12,100g,1713931200000,1714508242832
1253,664,4,6.88,1.12,100g,1713931200000,1714508242835
1254,665,4,12.4,3.88,lb,1713931200000,1714508242838
1255,666,4,20.48,9.99,lb,1713931200000,1714508242843
1256,667,4,19.26,6.99,lb,1713931200000,1714508251701
1257,668,4,17.03,4.29,lb,1713931200000,1714508251709
1258,669,4,6.88,2.29,100g,1713931200000,1714508251713
1259,670,4,7.92,4.49,lb,1713931200000,1714508251735
1260,671,4,3.49,1.54,100g,1713931200000,1714508268626
1261,672,4,3.49,1.54,100g,1713931200000,1714508268631
1262,673,4,3.49,1.54,100g,1713931200000,1714508268635
1263,674,4,3.49,1.54,100g,1713931200000,1714508268640
1264,675,4,3.49,1.54,100g,1713931200000,1714508268646
1265,676,4,3.49,1.54,100g,1713931200000,1714508268652
1266,677,4,3.49,1.54,100g,1713931200000,1714508268658
1267,678,4,3.49,1.54,100g,1713931200000,1714508268662
1268,679,4,5.99,2.4,100g,1713931200000,1714508268666
1269,680,4,6.49,4.33,100g,1713931200000,1714508268671
1270,681,4,3.49,1.54,100g,1713931200000,1714508268676
1271,682,4,9.99,2.66,100g,1713931200000,1714508268680
1272,465,4,5.99,1.6,100g,1713931200000,1714508268684
1273,683,4,9.99,2.5,100g,1713931200000,1714508268697
1274,684,4,6.49,2.6,100g,1713931200000,1714508268702
1275,685,4,9.99,2.5,100g,1713931200000,1714508268707
1276,686,4,9.99,2.5,100g,1713931200000,1714508268711
1277,687,4,3.49,1.54,100g,1713931200000,1714508268718
1278,688,4,5.99,1.6,100g,1713931200000,1714508268726
1279,689,4,9.99,2.5,100g,1713931200000,1714508268734
1280,690,4,6.49,2.16,100g,1713931200000,1714508268741
1281,691,4,6.88,1.38,100g,1713931200000,1714508268747
1282,692,4,6.49,2.16,100g,1713931200000,1714508268753
1283,693,4,7.99,3.2,100g,1713931200000,1714508268758
1284,694,4,7.99,3.2,100g,1713931200000,1714508268763
1285,695,4,5.99,2.4,100g,1713931200000,1714508278002
1286,696,4,3.49,1.54,100g,1713931200000,1714508278006
1287,697,4,9.99,2.5,100g,1713931200000,1714508278011
1288,698,4,2.29,1.02,100g,1713931200000,1714508278016
1289,699,4,2.29,1.02,100g,1713931200000,1714508278021
1290,700,4,2.29,1.02,100g,1713931200000,1714508278027
1291,701,4,9.99,2.5,100g,1713931200000,1714508278031
1292,702,4,2.29,1.02,100g,1713931200000,1714508278035
1293,703,4,2.29,1.02,100g,1713931200000,1714508278038
1294,704,4,6.88,2.29,100g,1713931200000,1714508278042
1295,398,4,5.99,2,100g,1713931200000,1714508278047
1296,705,4,6.88,1.13,100g,1713931200000,1714508278051
1297,706,4,2.29,1.02,100g,1713931200000,1714508278054
1298,231,4,6.88,1.83,100g,1713931200000,1714508278058
1299,707,4,6.88,2.29,100g,1713931200000,1714508278061
1300,708,4,6.88,2.29,100g,1713931200000,1714508278068
1301,709,4,3.49,1.75,100g,1713931200000,1714508278072
1302,710,4,6.49,2.16,100g,1713931200000,1714508278079
1303,711,4,3.49,1.54,100g,1713931200000,1714508278082
1304,712,4,5.99,3.42,100g,1713931200000,1714508278087
1305,713,4,6.49,4.33,100g,1713931200000,1714508278094
1306,714,4,3.49,1.54,100g,1713931200000,1714508278101
1307,715,4,6.88,2.29,100g,1713931200000,1714508278105
1308,716,4,6.49,4.33,100g,1713931200000,1714508278109
1309,717,4,6.49,2.16,100g,1713931200000,1714508278113
1310,718,4,6.88,1.38,100g,1713931200000,1714508284652
1311,669,4,6.88,2.29,100g,1713931200000,1714508284656
1312,719,4,7.49,2.2,100g,1713931200000,1714508298868
1313,720,4,7.49,2.2,100g,1713931200000,1714508298875
1314,721,4,7.99,6.15,100g,1713931200000,1714508298882
1315,722,4,3.49,0.87,100g,1713931200000,1714508298887
1316,723,4,17.42,9.88,lb,1713931200000,1714508298893
1317,527,4,4.88,1.07,100g,1713931200000,1714508315803
1318,724,4,4.88,0.12,100ml,1713931200000,1714508315807
1319,517,4,4.88,1.07,100g,1713931200000,1714508315812
1320,725,4,4.88,0.12,100ml,1713931200000,1714508315818
1321,726,4,5.99,0.37,100g,1713931200000,1714508315823
1322,727,4,4.88,0.24,100ml,1713931200000,1714508315830
1323,728,4,3.49,0.63,100ml,1713931200000,1714508315835
1324,729,4,5.99,0.37,100g,1713931200000,1714508315840
1325,674,4,3.49,1.54,100g,1713931200000,1714508315844
1326,676,4,3.49,1.54,100g,1713931200000,1714508315851
1327,730,4,4.88,0.24,100ml,1713931200000,1714508315857
1328,731,4,4.49,0.37,100g,1713931200000,1714508315863
1329,732,4,5.99,0.37,100g,1713931200000,1714508315870
1330,733,4,5.99,0.37,100g,1713931200000,1714508315877
1331,734,4,3.49,0.63,100ml,1713931200000,1714508315884
1332,735,4,3.49,0.63,100ml,1713931200000,1714508315891
1333,736,4,4.49,0.37,100g,1713931200000,1714508315898
1334,681,4,3.49,1.54,100g,1713931200000,1714508315905
1335,737,4,3.49,0.63,100ml,1713931200000,1714508315911
1336,738,4,4.88,0.12,100ml,1713931200000,1714508315919
1337,739,4,4.88,0.24,100ml,1713931200000,1714508315926
1338,740,4,4.49,0.37,100g,1713931200000,1714508315933
1339,741,4,4.99,2.5,100g,1713931200000,1714508315940
1340,742,4,4.88,0.24,100ml,1713931200000,1714508315947
1341,743,4,4.99,0.59,100g,1713931200000,1714508315954
1342,744,4,3.88,3.01,100g,1713931200000,1714508322956
1343,745,4,4.88,0.33,100ml,1713931200000,1714508322960
1344,746,4,3.88,3.01,100g,1713931200000,1714508322965
1345,747,4,5.99,0.37,100g,1713931200000,1714508322971
1346,748,4,3.49,3.75,100ml,1713931200000,1714508322975
1347,749,4,3.49,1.54,100g,1713931200000,1714508322983
1348,750,4,4.99,0.67,100g,1713931200000,1714508322994
1349,751,4,4.99,0.67,100g,1713931200000,1714508323003
1350,752,4,4.88,0.33,100ml,1713931200000,1714508323011
1351,753,4,4.88,0.33,100ml,1713931200000,1714508323018
1352,754,4,4.99,0.67,100g,1713931200000,1714508323026
1353,755,4,5.99,5.99,100g,1713931200000,1714508323030
1354,756,4,4.88,0.33,100ml,1713931200000,1714508323033
1355,757,4,3.88,1.76,100g,1713931200000,1714508323039
1356,149,4,3.88,1.62,100g,1713931200000,1714508323046
1357,758,4,3.88,1.76,100g,1713931200000,1714508323053
1358,112,4,3.88,1.62,100g,1713931200000,1714508323059
1359,759,4,3.88,1.76,100g,1713931200000,1714508323066
1360,760,4,3.88,1.76,100g,1713931200000,1714508323073
1361,761,4,4.99,0.77,100g,1713931200000,1714508323081
1362,762,4,23.13,10.49,lb,1713931200000,1714508323088
1363,763,4,4.99,2.5,100g,1713931200000,1714508323095
1364,764,4,4.49,0.37,100g,1713931200000,1714508323101
1365,765,4,3.88,0.22,100ml,1713931200000,1714508338917
1366,328,4,3.88,0.22,100ml,1713931200000,1714508338924
1367,766,4,3.88,0.22,100ml,1713931200000,1714508338928
1368,767,4,3.88,0.25,100ml,1713931200000,1714508338932
1369,768,4,3.88,0.25,100ml,1713931200000,1714508338936
1370,769,4,3.88,0.25,100ml,1713931200000,1714508338943
1371,190,4,3.88,0.25,100ml,1713931200000,1714508338951
1372,770,4,3.88,0.25,100ml,1713931200000,1714508338959
1373,771,4,3.88,0.25,100ml,1713931200000,1714508338967
1374,772,4,3.88,0.25,100ml,1713931200000,1714508338976
1375,773,4,3.88,0.25,100ml,1713931200000,1714508338986
1376,774,4,6.99,0.87,un,1713931200000,1714508351050
1377,775,4,5.99,0.07,un,1713931200000,1714508351053
1378,776,4,6.99,1.75,un,1713931200000,1714508351057
1379,777,4,5.99,0.07,un,1713931200000,1714508351060
1380,778,4,5.99,0.17,un,1713931200000,1714508351063
1381,779,3,4.99,1.58,100g,1714536000000,1714848500321
1382,780,3,3.99,2,100g,1714536000000,1714848500328
1383,781,3,4.99,1.56,100g,1714536000000,1714848500332
1384,481,3,0.22,4.39,1kg,1714536000000,1714848500337
1385,482,3,3.99,0.36,1ea,1714536000000,1714848500341
1386,782,3,4.99,1.39,100g,1714536000000,1714848500346
1387,8,3,3.99,0.29,100g,1714536000000,1714848500351
1388,372,3,0.66,2.99,1lb,1714536000000,1714848500355
1389,783,3,3.49,0.51,100g,1714536000000,1714848500358
1390,17,3,3.12,1.99,1lb,1714536000000,1714848500363
1391,784,3,1.29,1.29,1ea,1714536000000,1714848500375
1392,785,3,4.99,1.5,100g,1714536000000,1714848500385
1393,786,3,4.99,1.52,100g,1714536000000,1714848500390
1394,787,3,4.99,1.56,100g,1714536000000,1714848500395
1395,788,3,3.99,1.77,100g,1714536000000,1714848500400
1396,789,3,2.99,2.99,1ea,1714536000000,1714848500414
1397,216,3,1.29,1.29,1ea,1714536000000,1714848500420
1398,377,3,4.99,0.73,100g,1714536000000,1714848500426
1399,790,3,1.29,1.29,1ea,1714536000000,1714848500433
1400,791,3,3.99,1.77,100g,1714536000000,1714848500439
1401,792,3,4.99,1.49,100g,1714536000000,1714848500444
1402,30,3,2.99,2.99,1ea,1714536000000,1714848500470
1403,793,3,3.49,0.51,100g,1714536000000,1714848500478
1404,794,3,4.99,1.58,100g,1714536000000,1714848500486
1405,795,3,3.99,2,100g,1714536000000,1714848500494
1406,796,3,4.99,1.3,100g,1714536000000,1714848500504
1407,797,3,3.49,0.51,100g,1714536000000,1714848500511
1408,798,3,5.99,1.76,100g,1714536000000,1714848519390
1409,42,3,10.99,1.08,100g,1714536000000,1714848519397
1410,799,3,6.99,1.4,100g,1714536000000,1714848519406
1411,800,3,10.99,1.83,100g,1714536000000,1714848519413
1412,801,3,5.99,2,100g,1714536000000,1714848519423
1413,45,3,10.99,0.97,100g,1714536000000,1714848519431
1414,44,3,10.99,1.08,100g,1714536000000,1714848519442
1415,802,3,6.99,1.4,100g,1714536000000,1714848519452
1416,803,3,6.99,1.4,100g,1714536000000,1714848519462
1417,804,3,5.99,1.2,100g,1714536000000,1714848519472
1418,52,3,10.99,0.97,100g,1714536000000,1714848519482
1419,51,3,10.99,0.81,100g,1714536000000,1714848519493
1420,805,3,5.99,1.6,100g,1714536000000,1714848519503
1421,59,3,10.99,1.93,100g,1714536000000,1714848519515
1422,806,3,5.99,1.5,100g,1714536000000,1714848519526
1423,58,3,10.99,0.97,100g,1714536000000,1714848519536
1424,238,3,5.99,1.2,100g,1714536000000,1714848519548
1425,67,3,10.99,1.93,100g,1714536000000,1714848519560
1426,807,3,10.99,1.83,100g,1714536000000,1714848519571
1427,808,3,9.91,8.99,1lb,1714536000000,1714848519579
1428,68,3,10.99,1.08,100g,1714536000000,1714848519588
1429,66,3,10.99,0.97,100g,1714536000000,1714848519595
1430,798,3,5.99,1.76,100g,1714536000000,1714848535788
1431,262,3,2.29,2.54,100g,1714536000000,1714848535795
1432,809,3,1.44,0.48,100g,1714536000000,1714848535802
1433,810,3,4.99,2.94,100g,1714536000000,1714848535808
1434,811,3,1.77,0.89,100g,1714536000000,1714848535816
1435,812,3,1.77,0.89,100g,1714536000000,1714848535823
1436,265,3,1.99,0.44,100g,1714536000000,1714848535830
1437,801,3,5.99,2,100g,1714536000000,1714848535836
1438,813,3,4.99,3.99,100g,1714536000000,1714848535843
1439,814,3,4.99,2.5,100g,1714536000000,1714848535848
1440,266,3,1.99,0.44,100g,1714536000000,1714848535856
1441,815,3,1.77,0.79,100g,1714536000000,1714848535863
1442,816,3,4.99,2.94,100g,1714536000000,1714848535870
1443,273,3,1.99,0.44,100g,1714536000000,1714848535876
1444,809,3,1.44,0.48,100g,1714536000000,1714848535883
1445,817,3,4.99,2.5,100g,1714536000000,1714848535890
1446,268,3,1.99,0.44,100g,1714536000000,1714848535896
1447,818,3,1.77,0.89,100g,1714536000000,1714848535908
1448,278,3,2.29,2.54,100g,1714536000000,1714848535916
1449,279,3,2.29,2.29,100g,1714536000000,1714848535924
1450,819,3,4.99,2.5,100g,1714536000000,1714848535931
1451,820,3,1.44,0.48,100g,1714536000000,1714848535937
1452,809,3,1.44,0.48,100g,1714536000000,1714848535945
1453,821,3,4.99,2.63,100g,1714536000000,1714848535951
1454,806,3,5.99,1.5,100g,1714536000000,1714848535957
1455,276,3,2.29,2.29,100g,1714536000000,1714848535963
1456,822,3,1.77,0.89,100g,1714536000000,1714848535969
1457,823,3,1.77,1.77,100g,1714536000000,1714848535978
1458,282,3,2.29,2.29,100g,1714536000000,1714848535987
1459,824,3,4.99,2.94,100g,1714536000000,1714848535995
1460,817,3,4.99,2.5,100g,1714536000000,1714848536002
1461,809,3,1.44,0.48,100g,1714536000000,1714848536013
1462,470,3,5.49,1.1,100g,1714536000000,1714848555008
1463,825,3,4.99,1.78,100g,1714536000000,1714848555015
1464,404,3,5.49,1.22,100g,1714536000000,1714848555021
1465,826,3,4.99,1.78,100g,1714536000000,1714848555024
1466,827,3,3.99,1.33,100ml,1714536000000,1714848555029
1467,405,3,4.99,1.78,100g,1714536000000,1714848555034
1468,828,3,5.49,1.22,100g,1714536000000,1714848555048
1469,829,3,5.49,1.22,100g,1714536000000,1714848555054
1470,827,3,3.99,1.33,100ml,1714536000000,1714848555059
1471,405,3,4.99,1.66,100g,1714536000000,1714848555063
1472,216,4,0.88,0.88,un,1714536000000,1714848557892
1473,830,4,1.5,0.88,lb,1714536000000,1714848557900
1474,831,4,9.88,1.32,100g,1714536000000,1714848557906
1475,560,4,8.77,3.98,lb,1714536000000,1714848557913
1476,561,4,2.98,1.99,100g,1714536000000,1714848557918
1477,565,4,2.88,2.88,un,1714536000000,1714848557922
1478,210,4,0.85,1.28,lb,1714536000000,1714848557927
1479,217,4,1.01,1.88,lb,1714536000000,1714848557933
1480,567,4,1.98,0.87,100g,1714536000000,1714848557940
1481,568,4,2.88,0.63,100g,1714536000000,1714848557947
1482,570,4,1.88,1.11,100g,1714536000000,1714848557952
1483,832,4,1.68,0.42,100g,1714536000000,1714848557958
1484,571,4,3.98,0.18,100g,1714536000000,1714848557965
1485,572,4,3.98,0.18,100g,1714536000000,1714848557972
1486,573,4,3.88,0.85,100g,1714536000000,1714848557979
1487,574,4,4.98,0.44,100g,1714536000000,1714848557985
1488,833,4,0.57,1.15,lb,1714536000000,1714848557994
1489,578,4,3.88,0.85,100g,1714536000000,1714848557999
1490,834,4,3.88,3.88,un,1714536000000,1714848558006
1491,580,4,1.98,1.98,un,1714536000000,1714848558017
1492,375,4,3,1.5,un,1714536000000,1714848558023
1493,582,4,3.98,0.44,100g,1714536000000,1714848558028
1494,835,4,0.66,2.98,lb,1714536000000,1714848558034
1495,836,4,0.85,1.28,lb,1714536000000,1714848558042
1496,837,4,5,1.67,un,1714536000000,1714848558052
1497,208,4,1.68,0.07,100g,1714536000000,1714848567478
1498,583,4,4.98,0.37,100g,1714536000000,1714848567481
1499,584,4,1.98,0.7,100g,1714536000000,1714848567483
1500,585,4,3.98,0.44,100g,1714536000000,1714848567486
1501,586,4,4.98,0.55,100g,1714536000000,1714848567488
1502,587,4,5.22,1.48,lb,1714536000000,1714848567491
1503,588,4,4.98,0.55,100g,1714536000000,1714848567493
1504,838,4,4.98,0.44,100g,1714536000000,1714848567495
1505,591,4,1.98,0.7,100g,1714536000000,1714848567497
1506,839,4,4.77,1.4,100g,1714536000000,1714848567499
1507,840,4,3.77,2.65,100g,1714536000000,1714848567501
1508,841,4,3.77,2.65,100g,1714536000000,1714848567503
1509,842,4,3.77,2.65,100g,1714536000000,1714848567505
1510,606,4,5,1,100g,1714536000000,1714848567507
1511,600,4,4.98,0.37,100g,1714536000000,1714848567509
1512,606,4,5,1,100g,1714536000000,1714848567511
1513,592,4,3.98,0.44,100g,1714536000000,1714848567512
1514,599,4,3.98,1,un,1714536000000,1714848567515
1515,594,4,3.98,1,un,1714536000000,1714848567517
1516,590,4,2.88,0.63,100g,1714536000000,1714848567519
1517,604,4,3.98,0.29,100g,1714536000000,1714848567521
1518,843,4,2.07,1.88,lb,1714536000000,1714848567523
1519,595,4,4.88,0.81,un,1714536000000,1714848567525
1520,605,4,4.98,1.25,un,1714536000000,1714848567529
1521,571,4,3.98,0.18,100g,1714536000000,1714848567531
1522,286,3,5.99,1.5,100g,1714536000000,1714848567955
1523,844,3,12.99,2.86,100g,1714536000000,1714848567962
1524,292,3,5.99,1.5,100g,1714536000000,1714848567969
1525,291,3,5.99,1.5,100g,1714536000000,1714848567979
1526,289,3,5.99,1.5,100g,1714536000000,1714848567989
1527,296,3,5.99,1.5,100g,1714536000000,1714848568000
1528,294,3,5.99,1.5,100g,1714536000000,1714848568008
1529,596,4,3.88,1.14,100g,1714536000000,1714848577872
1530,598,4,3.98,0.18,100g,1714536000000,1714848577875
1531,845,4,9.88,0.99,100g,1714536000000,1714848577877
1532,609,4,3.98,0.18,100g,1714536000000,1714848577880
1533,846,4,4.98,0.37,100g,1714536000000,1714848577884
1534,610,4,4.98,0.37,100g,1714536000000,1714848577887
1535,611,4,4.88,1.22,un,1714536000000,1714848577890
1536,847,4,17.99,1.98,100g,1714536000000,1714848577895
1537,612,4,6.88,6.88,un,1714536000000,1714848577898
1538,613,4,3,1.5,un,1714536000000,1714848577902
1539,481,4,3.77,1.11,100g,1714536000000,1714848577906
1540,614,4,4.98,0.37,100g,1714536000000,1714848577911
1541,848,4,2.98,1.75,100g,1714536000000,1714848577914
1542,615,4,1.68,0.07,100g,1714536000000,1714848577917
1543,616,4,4.98,0.37,100g,1714536000000,1714848577920
1544,372,4,4.98,0.55,100g,1714536000000,1714848577923
1545,617,4,1.98,0.87,100g,1714536000000,1714848577926
1546,618,4,1.88,1.88,un,1714536000000,1714848577930
1547,849,3,4.49,2.14,100g,1714536000000,1714848585172
1548,850,3,5.77,1.72,100g,1714536000000,1714848585177
1549,851,3,4.44,1.39,100g,1714536000000,1714848585181
1550,852,3,4.49,2.14,100g,1714536000000,1714848585186
1551,853,3,4.49,2.14,100g,1714536000000,1714848585190
1552,854,3,2.49,0.38,100g,1714536000000,1714848585194
1553,855,3,2.49,0.33,100g,1714536000000,1714848585197
1554,856,3,4.49,2.14,100g,1714536000000,1714848585200
1555,857,3,2.49,0.33,100g,1714536000000,1714848585203
1556,858,3,3.99,0.89,100g,1714536000000,1714848585207
1557,859,3,5.77,1.8,100g,1714536000000,1714848585211
1558,860,3,4.99,0.59,100g,1714536000000,1714848585214
1559,113,3,1.49,0.32,100ml,1714536000000,1714848585217
1560,861,3,4.44,1.39,100g,1714536000000,1714848585220
1561,862,3,4.44,1.11,100g,1714536000000,1714848585223
1562,863,3,5.77,1.72,100g,1714536000000,1714848585226
1563,104,3,3.49,0.18,100ml,1714536000000,1714848585230
1564,864,3,3.99,0.97,100g,1714536000000,1714848585234
1565,865,3,5.77,2.29,100g,1714536000000,1714848585239
1566,866,3,4.44,1.11,100g,1714536000000,1714848585243
1567,867,3,4.44,1.11,100g,1714536000000,1714848585247
1568,868,3,2.99,0.63,100ml,1714536000000,1714848585254
1569,869,3,3.49,0.7,100g,1714536000000,1714848585259
1570,129,3,6.49,1.3,100g,1714536000000,1714848585264
1571,870,3,5.49,0.84,100g,1714536000000,1714848585270
1572,871,3,5.49,0.84,100g,1714536000000,1714848585277
1573,872,3,5.49,0.73,100g,1714536000000,1714848585283
1574,873,3,5.49,0.73,100g,1714536000000,1714848585290
1575,471,3,5.77,1.8,100g,1714536000000,1714848585296
1576,871,3,5.49,0.84,100g,1714536000000,1714848585303
1577,874,3,4.44,1.39,100g,1714536000000,1714848585310
1578,875,3,5.29,0.26,100ml,1714536000000,1714848585320
1579,133,3,6.49,1.3,100g,1714536000000,1714848585331
1580,412,3,5.77,2.29,100g,1714536000000,1714848585336
1581,876,3,2.49,0.38,100g,1714536000000,1714848585341
1582,877,3,2.49,0.33,100g,1714536000000,1714848585346
1583,878,3,3.49,0.77,100g,1714536000000,1714848585352
1584,879,3,2.99,0.63,100ml,1714536000000,1714848585356
1585,880,3,2.49,0.4,100g,1714536000000,1714848585365
1586,880,3,2.49,0.4,100g,1714536000000,1714848585374
1587,880,3,2.49,0.4,100g,1714536000000,1714848585382
1588,881,3,4.44,1.39,100g,1714536000000,1714848585388
1589,882,3,4.44,1.39,100g,1714536000000,1714848585396
1590,883,3,3.99,0.97,100g,1714536000000,1714848585405
1591,413,3,5.77,1.8,100g,1714536000000,1714848585410
1592,870,3,5.49,0.84,100g,1714536000000,1714848585416
1593,872,3,5.49,0.73,100g,1714536000000,1714848585425
1594,870,3,5.49,0.84,100g,1714536000000,1714848585433
1595,870,3,5.49,0.84,100g,1714536000000,1714848596692
1596,415,3,5.77,3.05,100g,1714536000000,1714848596696
1597,869,3,3.49,0.7,100g,1714536000000,1714848596699
1598,905,3,4.44,1.39,100g,1714536000000,1714848596703
1599,906,3,4.44,1.39,100g,1714536000000,1714848596708
1600,907,3,2.49,0.33,100g,1714536000000,1714848596713
1601,908,3,5.77,2.29,100g,1714536000000,1714848596719
1602,871,3,5.49,0.84,100g,1714536000000,1714848596725
1603,140,3,1.49,0.32,100ml,1714536000000,1714848596733
1604,873,3,5.49,0.73,100g,1714536000000,1714848596738
1605,870,3,5.49,0.73,100g,1714536000000,1714848596742
1606,104,3,3.49,0.18,100ml,1714536000000,1714848596748
1607,909,3,2.49,0.33,100g,1714536000000,1714848596756
1608,910,3,4.44,1.39,100g,1714536000000,1714848596762
1609,142,3,4.44,1.11,100g,1714536000000,1714848596771
1610,104,3,3.49,0.18,100ml,1714536000000,1714848596778
1611,911,3,4.99,0.28,1ea,1714536000000,1714848596787
1612,912,3,4.44,1.39,100g,1714536000000,1714848596791
1613,913,3,4.44,1.11,100g,1714536000000,1714848596800
1614,914,3,2.49,0.33,100g,1714536000000,1714848596810
1615,869,3,3.49,0.7,100g,1714536000000,1714848596819
1616,129,3,6.49,1.3,100g,1714536000000,1714848596826
1617,915,3,4.49,2.14,100g,1714536000000,1714848596835
1618,916,3,2.99,0.3,100ml,1714536000000,1714848596845
1619,917,3,2.49,0.38,100g,1714536000000,1714848596851
1620,918,3,3.99,0.97,100g,1714536000000,1714848596856
1621,869,3,3.49,0.7,100g,1714536000000,1714848596861
1622,919,3,4.44,1.11,100g,1714536000000,1714848596866
1623,920,3,2.99,0.3,100ml,1714536000000,1714848596871
1624,71,3,4.44,1.11,100g,1714536000000,1714848596875
1625,921,3,4.44,1.11,100g,1714536000000,1714848596879
1626,872,3,5.49,0.73,100g,1714536000000,1714848596884
1627,922,3,4.44,1.11,100g,1714536000000,1714848596889
1628,418,3,5.77,1.72,100g,1714536000000,1714848596894
1629,621,4,4.99,1,100g,1714536000000,1714848603624
1630,923,4,13.2,3.99,lb,1714536000000,1714848603629
1631,924,4,13.2,3.99,lb,1714536000000,1714848603633
1632,925,4,9.69,10.99,lb,1714536000000,1714848603637
1633,57,4,4.16,4.49,lb,1714536000000,1714848603640
1634,926,4,7.87,5.49,lb,1714536000000,1714848603645
1635,927,4,10.99,1.67,100g,1714536000000,1714848603650
1636,928,4,13.99,2.01,100g,1714536000000,1714848603654
1637,929,4,6.83,9.99,lb,1714536000000,1714848603659
1638,930,4,22.02,9.99,lb,1714536000000,1714848603663
1639,931,4,20.49,10.49,lb,1714536000000,1714848603668
1640,932,4,12.54,12.99,lb,1714536000000,1714848603674
1641,933,4,13.38,3.79,lb,1714536000000,1714848603679
1642,622,4,4.99,1,100g,1714536000000,1714848603684
1643,934,4,5.28,5.99,lb,1714536000000,1714848603702
1644,159,3,5.99,0.07,1ea,1714536000000,1714848615848
1645,935,3,3.99,0.21,100ml,1714536000000,1714848615857
1646,936,3,3.99,0.21,100ml,1714536000000,1714848615865
1647,937,3,1.25,0.13,100ml,1714536000000,1714848615873
1648,551,3,1.25,0.13,100ml,1714536000000,1714848615881
1649,938,3,1.25,0.13,100ml,1714536000000,1714848615889
1650,539,3,3.99,0.21,100ml,1714536000000,1714848615897
1651,104,3,3.49,0.18,100ml,1714536000000,1714848615905
1652,160,3,11.49,0.13,100ml,1714536000000,1714848615911
1653,171,3,11.49,0.13,100ml,1714536000000,1714848615917
1654,939,3,2.29,0.13,100ml,1714536000000,1714848615925
1655,940,3,3.99,0.21,100ml,1714536000000,1714848615934
1656,941,3,3.99,0.21,100ml,1714536000000,1714848615940
1657,942,3,3.99,0.21,100ml,1714536000000,1714848615951
1658,320,3,5.99,1.11,100g,1714536000000,1714848615959
1659,943,3,2,0.8,100ml,1714536000000,1714848615966
1660,944,3,2,0.8,100ml,1714536000000,1714848615971
1661,167,3,5.99,0.07,1ea,1714536000000,1714848615977
1662,329,3,5.99,0.5,1ea,1714536000000,1714848615983
1663,322,3,5.99,0.5,1ea,1714536000000,1714848615989
1664,334,3,5.99,0.5,1ea,1714536000000,1714848615995
1665,553,3,1.25,0.13,100ml,1714536000000,1714848616002
1666,945,3,1.25,0.13,100ml,1714536000000,1714848616011
1667,180,3,5.99,0.07,1ea,1714536000000,1714848616018
1668,946,3,1.25,0.13,100ml,1714536000000,1714848616024
1669,947,3,3.99,0.21,100ml,1714536000000,1714848616030
1670,948,3,1.25,0.13,100ml,1714536000000,1714848616036
1671,328,3,3.99,0.21,100ml,1714536000000,1714848616044
