price_id,product_id,store_id,price,size,price_per_unit,unit,start_date,end_date,created_time,updated_time
662,328,4,3.88,1.75L,0.22,100ml,1713931200000,1714536000000,1714508338803,1714508338803
663,766,4,3.88,1.75L,0.22,100ml,1713931200000,1714536000000,1714508338811,1714508338811
664,767,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338821,1714508338821
665,768,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338828,1714508338828
666,769,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338842,1714508338842
667,190,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338855,1714508338855
668,770,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338867,1714508338867
669,771,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338879,1714508338879
670,772,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338891,1714508338891
671,773,4,3.88,1.54L,0.25,100ml,1713931200000,1714536000000,1714508338903,1714508338903
672,774,4,6.99,8un,0.87,un,1713931200000,1714536000000,1714508351019,1714508351019
673,775,4,5.99,84un,0.07,un,1714536000000,1715140800000,1714508351024,1714848720477
674,776,4,6.99,4un,1.75,un,1713931200000,1714536000000,1714508351030,1714508351030
675,777,4,5.99,84un,0.07,un,1714536000000,1715140800000,1714508351036,1714848720395
676,778,4,5.99,35un,0.17,un,1713931200000,1714536000000,1714508351041,1714508351041
677,779,3,4.99,316 g,1.58,100g,1714536000000,1715140800000,1714848499978,1714848499978
678,780,3,3.99,200 g,2,100g,1714536000000,1715140800000,1714848499991,1714848499991
679,781,3,4.99,319 g,1.56,100g,1714536000000,1715140800000,1714848500003,1714848500003
680,782,3,4.99,360 g,1.39,100g,1714536000000,1715140800000,1714848500043,1714848500043
681,8,3,3.99,1.36 kg,0.29,100g,1714536000000,1715140800000,1714848500052,1714848500052
682,783,3,3.49,0.68 kg,0.51,100g,1714536000000,1715140800000,1714848500073,1714848500073
683,784,3,1.29,1 bunch,1.29,1ea,1714536000000,1715140800000,1714848500095,1714848500095
684,785,3,4.99,341 g,1.5,100g,1714536000000,1715140800000,1714848500108,1714848500108
685,786,3,4.99,0.328 kg,1.52,100g,1714536000000,1715140800000,1714848500123,1714848500123
686,787,3,4.99,319 g,1.56,100g,1714536000000,1715140800000,1714848500141,1714848500141
687,788,3,3.99,225 g,1.77,100g,1714536000000,1715140800000,1714848500151,1714848500151
688,789,3,2.99,1 ea,2.99,1ea,1714536000000,1715140800000,1714848500161,1714848500161
689,790,3,1.29,1 bunch,1.29,1ea,1714536000000,1715140800000,1714848500196,1714848500196
690,791,3,3.99,225 g,1.77,100g,1714536000000,1715140800000,1714848500213,1714848500213
691,792,3,4.99,336 g,1.49,100g,1714536000000,1715140800000,1714848500225,1714848500225
692,793,3,3.49,0.68 kg,0.51,100g,1714536000000,1715140800000,1714848500248,1714848500248
693,794,3,4.99,315 g,1.58,100g,1714536000000,1715140800000,1714848500261,1714848500261
694,795,3,3.99,200 g,2,100g,1714536000000,1715140800000,1714848500275,1714848500275
695,796,3,4.99,383 g,1.3,100g,1714536000000,1715140800000,1714848500294,1714848500294
696,797,3,3.49,0.68 kg,0.51,100g,1714536000000,1715140800000,1714848500307,1714848500307
697,798,3,5.99,340 g,1.76,100g,1714536000000,1715140800000,1714848519082,1714848535368
698,42,3,10.99,1.02 kg,1.08,100g,1714536000000,1715140800000,1714848519095,1714848519095
699,799,3,6.99,500 g,1.4,100g,1714536000000,1715140800000,1714848519108,1714848519108
700,800,3,10.99,600 g,1.83,100g,1714536000000,1715140800000,1714848519124,1714848519124
701,801,3,5.99,300 g,2,100g,1714536000000,1715140800000,1714848519136,1714848535459
702,45,3,10.99,1.13 kg,0.97,100g,1714536000000,1715140800000,1714848519147,1714848519147
703,44,3,10.99,1.02 kg,1.08,100g,1714536000000,1715140800000,1714848519161,1714848519161
704,802,3,6.99,500 g,1.4,100g,1714536000000,1715140800000,1714848519175,1714848519175
705,803,3,6.99,500 g,1.4,100g,1714536000000,1715140800000,1714848519188,1714848519188
706,804,3,5.99,500 g,1.2,100g,1714536000000,1715140800000,1714848519199,1714848519199
707,805,3,5.99,0.375 kg,1.6,100g,1714536000000,1715140800000,1714848519243,1714848519243
708,59,3,10.99,568 g,1.93,100g,1714536000000,1715140800000,1714848519257,1714848519257
709,806,3,5.99,400 g,1.5,100g,1714536000000,1715140800000,1714848519273,1714848535684
710,807,3,10.99,600 g,1.83,100g,1714536000000,1715140800000,1714848519332,1714848519332
711,808,3,9.91,1lb,8.99,1lb,1714536000000,1715140800000,1714848519345,1714848519345
712,809,3,1.44,2x150.0 g,0.48,100g,1714536000000,1715140800000,1714848535386,1714848535771
713,810,3,4.99,170 g,2.94,100g,1714536000000,1715140800000,1714848535397,1714848535397
714,811,3,1.77,200 g,0.89,100g,1714536000000,1715140800000,1714848535410,1714848535410
715,812,3,1.77,200 g,0.89,100g,1714536000000,1715140800000,1714848535426,1714848535426
716,813,3,4.99,125 g,3.99,100g,1714536000000,1715140800000,1714848535472,1714848535472
717,814,3,4.99,200 g,2.5,100g,1714536000000,1715140800000,1714848535488,1714848535488
718,815,3,1.77,225 g,0.79,100g,1714536000000,1715140800000,1714848535513,1714848535513
719,816,3,4.99,170 g,2.94,100g,1714536000000,1715140800000,1714848535528,1714848535528
720,817,3,4.99,200 g,2.5,100g,1714536000000,1715140800000,1714848535567,1714848535755
721,818,3,1.77,200 g,0.89,100g,1714536000000,1715140800000,1714848535588,1714848535588
722,819,3,4.99,200 g,2.5,100g,1714536000000,1715140800000,1714848535630,1714848535630
723,820,3,1.44,300 g,0.48,100g,1714536000000,1715140800000,1714848535644,1714848535644
724,821,3,4.99,190 g,2.63,100g,1714536000000,1715140800000,1714848535668,1714848535668
725,822,3,1.77,200 g,0.89,100g,1714536000000,1715140800000,1714848535707,1714848535707
726,823,3,1.77,100 g,1.77,100g,1714536000000,1715140800000,1714848535719,1714848535719
727,824,3,4.99,170 g,2.94,100g,1714536000000,1715140800000,1714848535743,1714848535743
728,825,3,4.99,280 g,1.78,100g,1714536000000,1715140800000,1714848554877,1714848554877
729,826,3,4.99,280 g,1.78,100g,1714536000000,1715140800000,1714848554900,1714848554900
730,827,3,3.99,300 ml,1.33,100ml,1714536000000,1715140800000,1714848554946,1714848554988
731,828,3,5.49,450 g,1.22,100g,1714536000000,1715140800000,1714848554968,1714848554968
732,829,3,5.49,450 g,1.22,100g,1714536000000,1715140800000,1714848554975,1714848554975
733,830,4,1.5,Approximately5tomatoespercluster,0.88,lb,1714536000000,1715140800000,1714848557644,1714848557644
734,831,4,9.88,750g,1.32,100g,1714536000000,1715140800000,1714848557676,1714848557676
735,210,4,0.85,"",1.28,lb,1714536000000,1715140800000,1714848557712,1714848557712
736,832,4,1.68,397g,0.42,100g,1714536000000,1715140800000,1714848557749,1714848557749
737,833,4,0.57,"",1.15,lb,1714536000000,1715140800000,1714848557785,1714848557785
738,834,4,3.88,Soldindividually,3.88,un,1714536000000,1715140800000,1714848557804,1714848557804
739,835,4,0.66,"",2.98,lb,1714536000000,1715140800000,1714848557859,1714848557859
740,836,4,0.85,"",1.28,lb,1714536000000,1715140800000,1714848557868,1714848557868
741,837,4,5,Soldindividually,1.67,un,1714536000000,1715140800000,1714848557877,1714848557877
742,838,4,4.98,1.135kg,0.44,100g,1714536000000,1715140800000,1714848567375,1714848567375
743,839,4,4.77,340g,1.4,100g,1714536000000,1715140800000,1714848567381,1714848620901
744,840,4,3.77,142g,2.65,100g,1714536000000,1715140800000,1714848567384,1714848567384
745,841,4,3.77,142g,2.65,100g,1714536000000,1715140800000,1714848567388,1714848567388
746,842,4,3.77,142g,2.65,100g,1714536000000,1715140800000,1714848567391,1714848567391
747,843,4,2.07,"",1.88,lb,1714536000000,1715140800000,1714848567450,1714848567450
748,844,3,12.99,454 g,2.86,100g,1714536000000,1715140800000,1714848567901,1714848567901
749,845,4,9.88,1kg,0.99,100g,1714536000000,1715140800000,1714848577774,1714848577774
750,846,4,4.98,3lb,0.37,100g,1714536000000,1715140800000,1714848577784,1714848577784
751,847,4,17.99,908g,1.98,100g,1714536000000,1715140800000,1714848577799,1714848577799
752,848,4,2.98,170g,1.75,100g,1714536000000,1715140800000,1714848577827,1714848577827
753,849,3,4.49,210 g,2.14,100g,1714536000000,1715140800000,1714848584668,1714848584668
754,850,3,5.77,336 g,1.72,100g,1714536000000,1715140800000,1714848584677,1714848584677
755,851,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848584687,1714848584687
756,852,3,4.49,210 g,2.14,100g,1714536000000,1715140800000,1714848584697,1714848584697
757,853,3,4.49,210 g,2.14,100g,1714536000000,1715140800000,1714848584706,1714848584706
758,854,3,2.49,650 g,0.38,100g,1714536000000,1715140800000,1714848584720,1714848584720
759,855,3,2.49,750 g,0.33,100g,1714536000000,1715140800000,1714848584733,1714848584733
760,856,3,4.49,210 g,2.14,100g,1714536000000,1715140800000,1714848584744,1714848584744
761,857,3,2.49,750 g,0.33,100g,1714536000000,1715140800000,1714848584757,1714848584757
762,858,3,3.99,450 g,0.89,100g,1714536000000,1715140800000,1714848584770,1714848584770
763,859,3,5.77,320 g,1.8,100g,1714536000000,1715140800000,1714848584778,1714848584778
764,860,3,4.99,850 g,0.59,100g,1714536000000,1715140800000,1714848584786,1714848584786
765,113,3,1.49,473 ml,0.32,100ml,1714536000000,1715140800000,1714848584800,1714848584800
766,861,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848584810,1714848584810
767,862,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848584819,1714848584819
768,863,3,5.77,336 g,1.72,100g,1714536000000,1715140800000,1714848584829,1714848584829
769,864,3,3.99,410 g,0.97,100g,1714536000000,1715140800000,1714848584854,1714848584854
770,865,3,5.77,252 g,2.29,100g,1714536000000,1715140800000,1714848584866,1714848584866
771,866,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848584874,1714848584874
772,867,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848584885,1714848584885
773,868,3,2.99,473 ml,0.63,100ml,1714536000000,1715140800000,1714848584900,1714848584900
774,869,3,3.49,500 g,0.7,100g,1714536000000,1715140800000,1714848584916,1714848596575
775,129,3,6.49,500 g,1.3,100g,1714536000000,1715140800000,1714848584925,1714848596489
776,870,3,5.49,750 g,0.73,100g,1714536000000,1715140800000,1714848584938,1714848596373
777,871,3,5.49,650 g,0.84,100g,1714536000000,1715140800000,1714848584950,1714848596344
778,872,3,5.49,750 g,0.73,100g,1714536000000,1715140800000,1714848584958,1714848596661
779,873,3,5.49,750 g,0.73,100g,1714536000000,1715140800000,1714848584966,1714848596362
780,874,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848585007,1714848585007
781,875,3,5.29,2 l,0.26,100ml,1714536000000,1715140800000,1714848585016,1714848585016
782,133,3,6.49,500 g,1.3,100g,1714536000000,1715140800000,1714848585023,1714848585023
783,876,3,2.49,650 g,0.38,100g,1714536000000,1715140800000,1714848585042,1714848585042
784,877,3,2.49,750 g,0.33,100g,1714536000000,1715140800000,1714848585049,1714848585049
785,878,3,3.49,4x113.0 g,0.77,100g,1714536000000,1715140800000,1714848585057,1714848585057
786,879,3,2.99,473 ml,0.63,100ml,1714536000000,1715140800000,1714848585066,1714848585066
787,880,3,2.49,625 g,0.4,100g,1714536000000,1715140800000,1714848585074,1714848585094
788,881,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848585102,1714848585102
789,882,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848585110,1714848585110
790,883,3,3.99,410 g,0.97,100g,1714536000000,1715140800000,1714848585119,1714848585119
791,905,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848596308,1714848596308
792,906,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848596317,1714848596317
793,907,3,2.49,750 g,0.33,100g,1714536000000,1715140800000,1714848596325,1714848596325
794,908,3,5.77,252 g,2.29,100g,1714536000000,1715140800000,1714848596335,1714848596335
795,140,3,1.49,473 ml,0.32,100ml,1714536000000,1715140800000,1714848596351,1714848596351
796,909,3,2.49,750 g,0.33,100g,1714536000000,1715140800000,1714848596391,1714848596391
797,910,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848596398,1714848596398
798,911,3,4.99,18 eggs,0.28,1ea,1714536000000,1715140800000,1714848596421,1714848596421
799,912,3,4.44,320 g,1.39,100g,1714536000000,1715140800000,1714848596429,1714848596429
800,913,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848596437,1714848596437
801,914,3,2.49,750 g,0.33,100g,1714536000000,1715140800000,1714848596460,1714848596460
802,915,3,4.49,210 g,2.14,100g,1714536000000,1715140800000,1714848596504,1714848596504
803,916,3,2.99,1 l,0.3,100ml,1714536000000,1715140800000,1714848596520,1714848596520
804,917,3,2.49,650 g,0.38,100g,1714536000000,1715140800000,1714848596536,1714848596537
805,918,3,3.99,410 g,0.97,100g,1714536000000,1715140800000,1714848596554,1714848596554
806,919,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848596587,1714848596587
807,920,3,2.99,1 l,0.3,100ml,1714536000000,1715140800000,1714848596595,1714848596595
808,921,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848596624,1714848596624
809,922,3,4.44,400 g,1.11,100g,1714536000000,1715140800000,1714848596671,1714848596671
810,923,4,13.2,"5CenterCut,1Sirloinand2Ribs",3.99,lb,1714536000000,1715140800000,1714848603542,1714848603542
811,924,4,13.2,"",3.99,lb,1714536000000,1715140800000,1714848603548,1714848603548
812,925,4,9.69,"",10.99,lb,1714536000000,1715140800000,1714848603553,1714848603553
813,57,4,4.16,"",4.49,lb,1714536000000,1715140800000,1714848603559,1714848603559
814,926,4,7.87,"",5.49,lb,1714536000000,1715140800000,1714848603564,1714848603564
815,927,4,10.99,660g,1.67,100g,1714536000000,1715140800000,1714848603569,1714848603569
816,928,4,13.99,695g,2.01,100g,1714536000000,1715140800000,1714848603573,1714848603573
817,929,4,6.83,"",9.99,lb,1714536000000,1715140800000,1714848603579,1714848603579
818,930,4,22.02,"",9.99,lb,1714536000000,1715140800000,1714848603584,1714848603584
819,931,4,20.49,"",10.49,lb,1714536000000,1715140800000,1714848603589,1714848603589
820,932,4,12.54,"",12.99,lb,1714536000000,1715140800000,1714848603594,1714848603594
821,933,4,13.38,"",3.79,lb,1714536000000,1715140800000,1714848603601,1714848603601
822,934,4,5.28,1rackpertray,5.99,lb,1714536000000,1715140800000,1714848603614,1714848603614
823,159,3,5.99,80 ea,0.07,1ea,1714536000000,1715140800000,1714848615319,1714848615319
824,935,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615330,1714848615330
825,936,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615342,1714848615342
826,937,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615354,1714848615354
827,938,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615378,1714848615378
828,939,3,2.29,1.75 l,0.13,100ml,1714536000000,1715140800000,1714848615437,1714848615437
829,940,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615446,1714848615446
830,941,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615455,1714848615455
831,942,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615466,1714848615466
832,943,3,2,250 ml,0.8,100ml,1714536000000,1715140800000,1714848615483,1714848615483
833,944,3,2,250 ml,0.8,100ml,1714536000000,1715140800000,1714848615492,1714848615492
834,167,3,5.99,80 ea,0.07,1ea,1714536000000,1715140800000,1714848615503,1714848615503
835,945,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615562,1714848615562
836,180,3,5.99,80 ea,0.07,1ea,1714536000000,1715140800000,1714848615572,1714848615572
837,946,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615580,1714848615580
838,947,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615587,1714848615587
839,948,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615596,1714848615596
840,949,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615618,1714848615618
841,950,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615627,1714848615627
842,951,3,2,250 ml,0.8,100ml,1714536000000,1715140800000,1714848615636,1714848615636
843,952,3,2.29,1.75 l,0.13,100ml,1714536000000,1715140800000,1714848615644,1714848615644
844,953,3,2.29,1.75 l,0.13,100ml,1714536000000,1715140800000,1714848615653,1714848615653
845,954,3,2.29,1.75 l,0.13,100ml,1714536000000,1715140800000,1714848615664,1714848615664
846,192,3,5.99,80 ea,0.07,1ea,1714536000000,1715140800000,1714848615672,1714848615672
847,955,3,3.99,1.77 l,0.23,100ml,1714536000000,1715140800000,1714848615682,1714848625547
848,184,3,5.99,144 ea,0.04,1ea,1714536000000,1715140800000,1714848615691,1714848615691
849,956,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615701,1714848615701
850,957,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615711,1714848615711
851,958,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848615724,1714848615724
852,191,3,11.49,24x355.0 ml,0.13,100ml,1714536000000,1715140800000,1714848615762,1714848615762
853,959,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615773,1714848615773
854,960,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848615786,1714848615786
855,961,3,2.29,1.75 l,0.13,100ml,1714536000000,1715140800000,1714848615798,1714848615798
856,962,3,2,250 ml,0.8,100ml,1714536000000,1715140800000,1714848615829,1714848615829
857,93,4,3.99,800g,0.5,100g,1714536000000,1715140800000,1714848620834,1714848620834
858,963,4,13.99,700g,2,100g,1714536000000,1715140800000,1714848620839,1714848620839
859,964,4,3.99,800g,0.5,100g,1714536000000,1715140800000,1714848620845,1714848620845
860,965,4,3.99,800g,0.5,100g,1714536000000,1715140800000,1714848620855,1714848620855
861,966,4,7.99,300g,2.66,100g,1714536000000,1715140800000,1714848620861,1714848620861
862,967,4,2.5,75g,3.33,100g,1714536000000,1715140800000,1714848620869,1714848620869
863,968,4,2.5,75g,3.33,100g,1714536000000,1715140800000,1714848620874,1714848620874
864,969,4,2.5,75g,3.33,100g,1714536000000,1715140800000,1714848620879,1714848620879
865,970,4,2.5,90g,2.78,100g,1714536000000,1715140800000,1714848620885,1714848620885
866,971,4,2.5,81g,3.09,100g,1714536000000,1715140800000,1714848620890,1714848620890
867,972,4,2.5,81g,3.09,100g,1714536000000,1715140800000,1714848620895,1714848620895
868,973,4,2.5,120g,2.08,100g,1714536000000,1715140800000,1714848620907,1714848620907
869,974,4,2.5,120g,2.08,100g,1714536000000,1715140800000,1714848620917,1714848620917
870,975,4,2.5,75g,3.33,100g,1714536000000,1715140800000,1714848620923,1714848620923
871,976,4,2.5,75g,3.33,100g,1714536000000,1715140800000,1714848620947,1714848620947
872,977,4,7.99,200g,4,100g,1714536000000,1715140800000,1714848620962,1714848620962
873,978,4,7.99,200g,4,100g,1714536000000,1715140800000,1714848620969,1714848620969
874,388,4,7.99,375g,2.13,100g,1714536000000,1715140800000,1714848620977,1714848620977
875,979,4,3.49,227g,1.54,100g,1714536000000,1715140800000,1714848620984,1714848620984
876,980,4,3.49,227g,1.54,100g,1714536000000,1715140800000,1714848620991,1714848620991
877,981,3,2.29,1.75 l,0.13,100ml,1714536000000,1715140800000,1714848625481,1714848625481
878,982,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848625490,1714848625490
879,199,3,11.49,24x355.0 ml,0.13,100ml,1714536000000,1715140800000,1714848625507,1714848625507
880,983,3,3.99,1.89 l,0.21,100ml,1714536000000,1715140800000,1714848625527,1714848625527
881,984,3,1.25,960 ml,0.13,100ml,1714536000000,1715140800000,1714848625538,1714848625538
882,985,3,2,250 ml,0.8,100ml,1714536000000,1715140800000,1714848625560,1714848625560
883,986,4,2.5,90g,2.78,100g,1714536000000,1715140800000,1714848627894,1714848627894
884,987,4,2.5,90g,2.78,100g,1714536000000,1715140800000,1714848627899,1714848627899
885,988,4,2.5,90g,2.78,100g,1714536000000,1715140800000,1714848627904,1714848627904
886,989,4,2.5,90g,2.78,100g,1714536000000,1715140800000,1714848627908,1714848627908
887,990,4,2.5,102g,2.45,100g,1714536000000,1715140800000,1714848627913,1714848627913
888,991,3,13.99,30 ea,0.47,1ea,1714536000000,1715140800000,1714848640533,1714848640533
889,992,3,8.99,4.43 l,0.2,100ml,1714536000000,1715140800000,1714848640557,1714848640557
890,993,3,8.99,4.43 l,0.2,100ml,1714536000000,1715140800000,1714848640578,1714848640614
891,353,3,10.99,20 ea,0.55,1ea,1714536000000,1715140800000,1714848640588,1714848640588
892,994,3,8.99,200 ea,0.04,1ea,1714536000000,1715140800000,1714848640596,1714848640596
893,995,3,20.99,3.9 l,0.54,100ml,1714536000000,1715140800000,1714848640622,1714848640622
894,996,3,13.99,48 ea,0.29,1ea,1714536000000,1715140800000,1714848640631,1714848640631
895,997,3,13.99,39 ea,0.36,1ea,1714536000000,1715140800000,1714848640639,1714848640639
896,355,3,10.99,40 ea,0.27,1ea,1714536000000,1715140800000,1714848640648,1714848640648
897,998,3,8.99,3.5 l,0.26,100ml,1714536000000,1715140800000,1714848640658,1714848640658
898,999,3,20.99,3.9 l,0.54,100ml,1714536000000,1715140800000,1714848640669,1714848640669
899,1000,3,8.99,4 l,0.22,100ml,1714536000000,1715140800000,1714848640697,1714848640697
900,1001,3,20.99,3.9 l,0.54,100ml,1714536000000,1715140800000,1714848640706,1714848640706
901,1002,3,8.99,4 l,0.22,100ml,1714536000000,1715140800000,1714848640715,1714848640715
902,369,3,10.99,30 ea,0.37,1ea,1714536000000,1715140800000,1714848640764,1714848640764
903,366,3,10.99,24 ea,0.46,1ea,1714536000000,1715140800000,1714848640773,1714848640773
904,1003,4,5.98,227g,2.63,100g,1714536000000,1715140800000,1714848642285,1714848642285
905,1004,4,5.98,227g,2.63,100g,1714536000000,1715140800000,1714848642292,1714848642292
906,1005,4,5.98,227g,2.63,100g,1714536000000,1715140800000,1714848642298,1714848642298
907,1006,4,5.98,500g,1.2,100g,1714536000000,1715140800000,1714848642306,1714848642306
908,1007,4,6.99,340g,2.06,100g,1714536000000,1715140800000,1714848642313,1714848642313
909,1008,4,5.98,700g,0.85,100g,1714536000000,1715140800000,1714848642323,1714848642323
910,1009,4,5.98,500g,1.2,100g,1714536000000,1715140800000,1714848642331,1714848642331
911,1010,4,5.98,700g,0.85,100g,1714536000000,1715140800000,1714848642339,1714848642339
912,1011,4,5.98,515g,1.16,100g,1714536000000,1715140800000,1714848642349,1714848642349
913,1012,4,5.98,500g,1.2,100g,1714536000000,1715140800000,1714848642361,1714848642361
914,1013,4,5.98,500g,1.2,100g,1714536000000,1715140800000,1714848642373,1714848642373
915,1014,4,10.99,800g,1.37,100g,1714536000000,1715140800000,1714848642380,1714848642380
916,1015,4,14.87,"",8.99,lb,1714536000000,1715140800000,1714848642388,1714848642388
917,1016,4,5.98,350g,1.71,100g,1714536000000,1715140800000,1714848642399,1714848642399
918,1017,4,5.98,350g,1.71,100g,1714536000000,1715140800000,1714848642411,1714848642411
919,1018,4,5.98,700g,0.85,100g,1714536000000,1715140800000,1714848642420,1714848642420
920,1019,4,5.98,700g,0.85,100g,1714536000000,1715140800000,1714848642427,1714848642427
921,1020,4,5.98,550g,1.09,100g,1714536000000,1715140800000,1714848642436,1714848642436
922,1021,4,3.49,227g,1.54,100g,1714536000000,1715140800000,1714848658700,1714848669781
923,1022,4,3.99,250g,1.6,100g,1714536000000,1715140800000,1714848658706,1714848658706
924,1023,4,3.99,2L,0.2,100ml,1714536000000,1715140800000,1714848658722,1714848658722
925,1024,4,3.99,1.5L,0.27,100ml,1714536000000,1715140800000,1714848658729,1714848669758
926,858,4,3.99,450g,0.89,100g,1714536000000,1715140800000,1714848658737,1714848658737
927,1025,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658743,1714848658743
928,135,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658749,1714848658749
929,1026,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658760,1714848658760
930,1027,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658773,1714848658773
931,1028,4,5.99,16sticks,1.78,100g,1714536000000,1715140800000,1714848658782,1714848658782
932,1029,4,3.99,1.5L,0.27,100ml,1714536000000,1715140800000,1714848658789,1714848678497
933,1030,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848658798,1714848658798
934,1031,4,3.99,250g,1.6,100g,1714536000000,1715140800000,1714848658810,1714848658810
935,1032,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848658816,1714848658816
936,1033,4,5.49,200g,2.75,100g,1714536000000,1715140800000,1714848658826,1714848658826
937,1034,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658834,1714848658834
938,1035,4,5.49,475g,1.16,100g,1714536000000,1715140800000,1714848658841,1714848658841
939,1036,4,5.99,16sticks,1.78,100g,1714536000000,1715140800000,1714848658848,1714848658848
940,1037,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658854,1714848658854
941,814,4,5.49,200g,2.75,100g,1714536000000,1715140800000,1714848658862,1714848658862
942,512,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848658871,1714848658871
943,1038,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848658879,1714848658879
944,1039,4,5.49,475g,1.16,100g,1714536000000,1715140800000,1714848669667,1714848669667
945,1040,4,5.49,475g,1.16,100g,1714536000000,1715140800000,1714848669681,1714848669681
946,1041,4,5.49,200g,2.75,100g,1714536000000,1715140800000,1714848669687,1714848669687
947,1042,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848669697,1714848669697
948,267,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669704,1714848669704
949,518,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669711,1714848669711
950,1043,4,5.99,252g,2.38,100g,1714536000000,1715140800000,1714848669716,1714848669716
951,1044,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669723,1714848669723
952,1045,4,5.99,252g,2.38,100g,1714536000000,1715140800000,1714848669729,1714848669729
953,1046,4,5.99,252g,2.38,100g,1714536000000,1715140800000,1714848669738,1714848669738
954,1047,4,5.99,252g,2.38,100g,1714536000000,1715140800000,1714848669770,1714848669770
955,1048,4,3.99,410g,0.97,100g,1714536000000,1715140800000,1714848669788,1714848669788
956,1049,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669800,1714848669800
957,1050,4,5.99,336g,1.78,100g,1714536000000,1715140800000,1714848669813,1714848669813
958,1051,4,5.99,320g,1.87,100g,1714536000000,1715140800000,1714848669823,1714848669823
959,142,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669833,1714848669833
960,1052,4,5.49,341g,1.61,100g,1714536000000,1715140800000,1714848669845,1714848669845
961,1053,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669859,1714848669859
962,203,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669868,1714848669868
963,1054,4,3.99,410g,0.97,100g,1714536000000,1715140800000,1714848669875,1714848669875
964,1055,4,5.99,400g,1.5,100g,1714536000000,1715140800000,1714848669883,1714848669883
965,1056,4,3.99,227g,1.76,100g,1714536000000,1715140800000,1714848669889,1714848669889
966,1057,4,3.99,410g,0.97,100g,1714536000000,1715140800000,1714848678421,1714848678421
967,1058,4,5.99,252g,2.38,100g,1714536000000,1715140800000,1714848678430,1714848678430
